Key,English,Japanese
resourcepotassiumnitratepowderbundleDesc,This is a compact stack of nitrate powder. Use this item to open and unpack it. ,大量の硝石粉末がコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。
resourcerocketcasing,Rocket Casing ,ロケットケーシング
resourcerocketcasingDesc,A rocket casing is used to make ammo for the rocket launcher. ,ロケットケーシングはロケットランチャー用の弾薬を作るときに使用されます。
resourcerockettip,Rocket Tip ,ロケット弾頭
resourcerockettipDesc,A rocket tip is used to make ammo for the rocket launcher. ,ロケット弾頭はロケットランチャー用の弾薬を作るときに使用されます。
resourcerocksmallbundle,Stack of Small Stone (6000) ,小石（バルク・6000）
resourcerocksmallbundleDesc,This is a compact stack of small stones. Use this item to open and unpack it. ,大量の小石がコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。
resourcescrapbrassbundle,Stack of Brass (6000) ,真鍮（バルク・6000）
resourcescrapbrassbundleDesc,This is a compact stack of brass. Use this item to open and unpack it. ,大量の真鍮がコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。
resourcescrapironbundle,Stack of Iron (6000) ,鉄（バルク・6000）
resourcescrapironbundleDesc,This is a compact stack of iron. Use this item to open and unpack it. ,大量の鉄がコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。
resourcewoodbundle,Stack of Wood (6000) ,木材（バルク・6000）
resourcewoodbundleDesc,This is a compact stack of wood. Use this item to open and unpack it. ,大量の木材がコンパクトにまとめられています。このアイテムを使用すると開封や内容品の取り出しが可能です。
shotgunturret,Shotgun Auto Turret ,ショットガン自動砲台
shotgunturretDesc,"A motion sensing shotgun turret. What more needs to be said?\n\nRepair with Forged Iron, Mechanical Parts, and Electrical Parts. ,人感センサーを備えたショットガン砲台です。これ以上説明が必要ですか？\n\n錬鉄、機械部品、電気部品で修理可能。"
speaker,Speaker ,スピーカー
speakerDesc,Makes an alarm sound when powered on.\n\nRepair with Forged Iron and Electrical Parts. ,通電させるとアラーム音が鳴り響きます。\n\n錬鉄、電気部品で修理可能。
spotlightplayer,Spotlight ,スポットライト
spotlightplayerDesc,Unlock Spotlight ,スポットライトを解放
steelgaragedoor3x3_poweredblockvarianthelper,Steel Garage Door 3x3 (Powered) ,鉄鋼製ガレージドア 3x3（電動）
steelgaragedoor3x3_poweredblockvarianthelperDesc,Unlock Steel Garage Door 3x3 (Powered) ,鉄鋼製ガレージドア 3x3（電動）を解放
steelgaragedoor3x3_poweredwhite,White Steel Garage Door 3x3 (Powered) ,鉄鋼製ガレージドア 3x3（電動・白）
steelgaragedoor3x3_poweredwhiteDesc,Unlock White Steel Garage Door 3x3 (Powered) ,鉄鋼製ガレージドア 3x3（電動・白）を解放
steelgaragedoor4x3_poweredblockvarianthelper,Steel Garage Door 4x3 (Powered) ,鉄鋼製ガレージドア 4x3（電動）
steelgaragedoor4x3_poweredblockvarianthelperDesc,Unlock Steel Garage Door 4x3 (Powered) ,鉄鋼製ガレージドア 4x3（電動）を解放
steelgaragedoor4x3_poweredwhite,White Steel Garage Door 4x3 (Powered) ,鉄鋼製ガレージドア 4x3（電動・白）
steelgaragedoor4x3_poweredwhiteDesc,Unlock White Steel Garage Door 4x3 (Powered) ,鉄鋼製ガレージドア 4x3（電動・白）を解放
steelgaragedoor5x3_poweredblockvarianthelper,Steel Garage Door 5x3 (Powered) ,鉄鋼製ガレージドア 5x3（電動）
steelgaragedoor5x3_poweredblockvarianthelperDesc,Unlock Steel Garage Door 5x3 (Powered) ,鉄鋼製ガレージドア 5x3（電動）を解放
steelgaragedoor5x3_poweredwhite,White Steel Garage Door 5x3 (Powered) ,鉄鋼製ガレージドア 5x3（電動・白）
steelgaragedoor5x3_poweredwhiteDesc,Unlock White Steel Garage Door 5x3 (Powered) ,鉄鋼製ガレージドア 5x3（電動・白）を解放
switch,Switch ,スイッチ
switchDesc,Used to trigger electrical events when activated.\n\nRepair with Forged Iron. ,これを使用すると、作動時に電動の罠などを発動させることができます。\n\n錬鉄で修理可能。
thrownammopipebomb,Pipe Bomb (Ammo) ,パイプ爆弾（弾薬）
thrownammopipebombDesc,"Make pipe bombs with gunpowder, pipes & plant fibers.\nLight with [action:local:Secondary]\nThrow with [action:local:Primary] ,パイプ爆弾は、火薬、パイプ、植物繊維から作ります。\n[action:local:Secondary]で点火 ,[action:local:Primary]で投擲"
throwndynamite,Stick of Dynamite (Ammo) ,ダイナマイトスティック（弾薬）
throwndynamiteDesc,A stick of dynamite.\nLight with [action:local:Secondary]\nThrow with [action:local:Primary]\nThe throwing part is very important. ,ダイナマイトスティック。\n[action:local:Secondary]で点火 ,[action:local:Primary]で投擲\n投擲することが非常に大切です。
throwngrenade,Grenade (Ammo) ,手榴弾（弾薬）
throwngrenadeDesc,Pull pin. Throw.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary] ,[action:local:Secondary]でピンを抜き、[action:local:Primary]で投擲。\n\n長押しするとチャージする事が出来、遠くまで投げる事が可能になります。
throwngrenadecontact,Contact Grenade (Ammo) ,接触起爆手榴弾（弾薬）
throwngrenadecontactDesc,Contact-fused grenades are volatile devices that explode on contact when armed.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary] ,接触起爆手榴弾は、何かに接触すると爆発します。\n\nうっかり落とさないよう、お気を付けください。\n\n[action:local:Secondary]でピンを抜き、[action:local:Primary]で投擲。\n\n長押しするとチャージする事が出来、遠くまで投げる事が可能になります。
throwntimedcharge,Timed Charge (Ammo) ,時限爆弾（弾薬）
throwntimedchargeDesc,"A shaped charge designed for delicate work like blowing off a safe lock, a door, or a zombie's head. Automatically detonates after 5 seconds. Want to bring the house down? Try some dynamite instead.\nArm with [action:local:Secondary]\nThrow with [action:local:Primary] ,金庫の鍵やドア、ゾンビの頭を吹き飛ばすような繊細な作業用に設計された成形爆薬。5秒後に自動的に爆発する。家を崩落させたい？ならばダイナマイトを使いましょう。[action:local:Secondary]でセットし、　[action:local:Primary]で投擲。"
toolanvil,Anvil ,鉄床
toolanvilDesc,A tool that can be installed in a forge. It increases the crafting speed of that forge. ,炉に設置するツールです。設置された炉のクラフト速度を上げます。
toolapiarybroodbox,Brood Box ,巣箱
toolapiarybroodboxDesc,Doubles the quantity of honey production when installed in an Apiary. ,養蜂箱にセットすると、蜂蜜の生産量を倍増させます。
toolapiaryextractor,Honey Extractor ,蜂蜜分離器
toolapiaryextractorDesc,Increases the rate of honey production when installed in an Apiary. ,養蜂箱にセットすると、蜂蜜の生産率を高めます。
toolapiarysmoker,Smoker ,燻煙器
toolapiarysmokerDesc,Removes the chance to spawn angry bees when installed in an Apiary. ,養蜂箱にセットすると、怒った蜂が出現しなくなります。
toolbellows,Advanced Bellows ,鞴（ふいご）
toolbellowsDesc,A tool that can be installed in the forge to allow increased airflow and faster smelting speeds. ,炉に設置するツールです。空気の流入量を増加させ、炉での精錬速度を上げます。
tooldewfilter,Water Filter ,ウォーターフィルター
tooldewfilterDesc,Filters out the murky bits leaving the water safe from illness. ,濁った部分をろ過し、病気にならない安全な水を残します。
tooldewgatherer,Gatherer ,収集器
tooldewgathererDesc,Surface cooling increases the rate of dew collection. ,表面冷却は露の回収率を高めます。
tooldewtarp,Tarp ,タープ
tooldewtarpDesc,Increases the amount of water collected each day. ,毎日回収できる水の量が増えます。
toolforgecrucible,Crucible ,坩堝（るつぼ）
toolforgecrucibleDesc,"A crucible upgrade is required to craft forged steel, steel arrowheads, and bulletproof glass in a forge. ,坩堝（るつぼ）は、炉で鍛鋼（たんこう）、矢尻（鉄鋼）、防弾ガラスをクラフトするために必要となるツールです。"
tripwirepost,Tripwire Post ,トリップワイヤーポスト
tripwirepostDesc,Wire up 2 or more of these to trigger electrical events.\n\nRepair with Wood. ,配線したものを2本以上設置して繋げます。間を通ると繋げてある電動トラップなどが発動します。\n\n木材で修理可能。
vaultdoor01_powered,Steel Door (Powered) ,鉄鋼製ドア（電動）
vaultdoor01_poweredDesc,Connect to a power source to activate this door.\n\nPress & hold [action:local:Activate][action:permanent:Activate] to lock or set a combination. Repair with Forged Steel and a construction tool. ,動力源に接続して作動させます。\n\n[action:local:Activate][action:permanent:Activate]長押しで、施錠やパスワードの設定を行います。建築ツールの第二アクションで、鍛鋼（たんこう）を消費して修復します。
vaultdoor01double_powered,Steel Door Double (Powered) ,鉄鋼製ドア（電動・ダブル）
vaultdoor01double_poweredDesc,Connect to a power source to activate this door.\n\nPress & hold [action:local:Activate][action:permanent:Activate] to lock or set a combination. Repair with Forged Steel and a construction tool. ,動力源に接続して作動させます。\n\n[action:local:Activate][action:permanent:Activate]長押しで施錠やパスワード設定を行います。建築ルールの第二アクションで、鍛鋼（たんこう）を消費して修復します。
